"time","est","lcl","ucl","Method","Cancer","Age","Gender"
11.195,0.05358,0.04657,0.06165,"Observed","ColorectalCancer","All","Both"
11.195,0.05585,0.04543,0.06864,"Observed","HeadNeckCancer","All","Both"
11.195,0.05681,0.0511,0.06316,"Observed","ProstateCancer","All","Both"
11.197,0.02913,0.02601,0.03263,"Observed","BreastCancer","All","Both"
11.197,0.05359,0.04656,0.06167,"Observed","ColorectalCancer","All","Both"
11.197,0.05584,0.04542,0.06865,"Observed","HeadNeckCancer","All","Both"
11.197,0.05681,0.05108,0.06318,"Observed","ProstateCancer","All","Both"
11.2,0.02913,0.02599,0.03264,"Observed","BreastCancer","All","Both"
11.2,0.05359,0.04654,0.0617,"Observed","ColorectalCancer","All","Both"
11.2,0.05681,0.05106,0.0632,"Observed","ProstateCancer","All","Both"
11.203,0.02912,0.02598,0.03265,"Observed","BreastCancer","All","Both"
11.203,0.05359,0.04653,0.06173,"Observed","ColorectalCancer","All","Both"
11.203,0.05582,0.04538,0.06867,"Observed","HeadNeckCancer","All","Both"
11.203,0.0568,0.05104,0.06322,"Observed","ProstateCancer","All","Both"
11.205,0.02912,0.02597,0.03265,"Observed","BreastCancer","All","Both"
11.205,0.05359,0.04651,0.06176,"Observed","ColorectalCancer","All","Both"
11.205,0.0568,0.05103,0.06324,"Observed","ProstateCancer","All","Both"
11.208,0.02911,0.02596,0.03265,"Observed","BreastCancer","All","Both"
11.208,0.05359,0.04651,0.06176,"Observed","ColorectalCancer","All","Both"
11.211,0.02911,0.02596,0.03263,"Observed","BreastCancer","All","Both"
11.211,0.05359,0.04652,0.06174,"Observed","ColorectalCancer","All","Both"
11.211,0.05581,0.04535,0.06867,"Observed","HeadNeckCancer","All","Both"
11.211,0.08779,0.06587,0.11701,"Observed","LungCancer","All","Both"
11.211,0.05681,0.05104,0.06323,"Observed","ProstateCancer","All","Both"
11.214,0.0291,0.02596,0.03262,"Observed","BreastCancer","All","Both"
11.214,0.05359,0.04653,0.06172,"Observed","ColorectalCancer","All","Both"
11.214,0.05581,0.04535,0.06867,"Observed","HeadNeckCancer","All","Both"
11.214,0.08777,0.06586,0.11697,"Observed","LungCancer","All","Both"
11.214,0.05682,0.05106,0.06322,"Observed","ProstateCancer","All","Both"
11.216,0.02909,0.02596,0.0326,"Observed","BreastCancer","All","Both"
11.216,0.05358,0.04653,0.0617,"Observed","ColorectalCancer","All","Both"
11.216,0.05581,0.04536,0.06867,"Observed","HeadNeckCancer","All","Both"
11.216,0.05682,0.05108,0.06322,"Observed","ProstateCancer","All","Both"
11.219,0.02908,0.02596,0.03258,"Observed","BreastCancer","All","Both"
11.219,0.05358,0.04654,0.06168,"Observed","ColorectalCancer","All","Both"
11.219,0.08774,0.06586,0.1169,"Observed","LungCancer","All","Both"
11.219,0.05683,0.05109,0.06321,"Observed","ProstateCancer","All","Both"
11.222,0.02908,0.02596,0.03257,"Observed","BreastCancer","All","Both"
11.222,0.05357,0.04655,0.06166,"Observed","ColorectalCancer","All","Both"
11.222,0.05581,0.04536,0.06866,"Observed","HeadNeckCancer","All","Both"
11.222,0.05683,0.05111,0.0632,"Observed","ProstateCancer","All","Both"
11.225,0.02907,0.02596,0.03255,"Observed","BreastCancer","All","Both"
11.225,0.05357,0.04656,0.06163,"Observed","ColorectalCancer","All","Both"
11.225,0.05684,0.05113,0.06319,"Observed","ProstateCancer","All","Both"
11.227,0.05685,0.05114,0.06318,"Observed","ProstateCancer","All","Both"
11.23,0.02906,0.02596,0.03252,"Observed","BreastCancer","All","Both"
11.23,0.05356,0.04658,0.06159,"Observed","ColorectalCancer","All","Both"
11.23,0.08768,0.06584,0.11676,"Observed","LungCancer","All","Both"
11.23,0.05685,0.05116,0.06318,"Observed","ProstateCancer","All","Both"
11.23,0.07707,0.0562,0.10567,"Observed","StomachCancer","All","Both"
11.233,0.02905,0.02596,0.03251,"Observed","BreastCancer","All","Both"
11.233,0.05356,0.04658,0.06157,"Observed","ColorectalCancer","All","Both"
11.233,0.0558,0.04536,0.06865,"Observed","HeadNeckCancer","All","Both"
11.233,0.08766,0.06584,0.11672,"Observed","LungCancer","All","Both"
11.233,0.05686,0.05118,0.06317,"Observed","ProstateCancer","All","Both"
11.233,0.07708,0.0562,0.10571,"Observed","StomachCancer","All","Both"
11.236,0.02904,0.02596,0.03249,"Observed","BreastCancer","All","Both"
11.236,0.05355,0.04659,0.06155,"Observed","ColorectalCancer","All","Both"
11.236,0.0558,0.04537,0.06864,"Observed","HeadNeckCancer","All","Both"
11.236,0.05686,0.05119,0.06316,"Observed","ProstateCancer","All","Both"
11.238,0.02904,0.02596,0.03248,"Observed","BreastCancer","All","Both"
11.238,0.05355,0.0466,0.06153,"Observed","ColorectalCancer","All","Both"
11.238,0.0558,0.04537,0.06864,"Observed","HeadNeckCancer","All","Both"
11.238,0.05687,0.05121,0.06315,"Observed","ProstateCancer","All","Both"
11.241,0.02903,0.02596,0.03246,"Observed","BreastCancer","All","Both"
11.241,0.05354,0.04661,0.06152,"Observed","ColorectalCancer","All","Both"
11.241,0.0558,0.04537,0.06864,"Observed","HeadNeckCancer","All","Both"
11.241,0.08762,0.06582,0.11663,"Observed","LungCancer","All","Both"
11.241,0.05688,0.05123,0.06315,"Observed","ProstateCancer","All","Both"
11.244,0.02902,0.02596,0.03245,"Observed","BreastCancer","All","Both"
11.244,0.05354,0.04661,0.0615,"Observed","ColorectalCancer","All","Both"
11.244,0.05688,0.05124,0.06314,"Observed","ProstateCancer","All","Both"
11.249,0.02901,0.02596,0.03242,"Observed","BreastCancer","All","Both"
11.249,0.05353,0.04663,0.06146,"Observed","ColorectalCancer","All","Both"
11.249,0.0558,0.04537,0.06863,"Observed","HeadNeckCancer","All","Both"
11.249,0.08757,0.06581,0.11654,"Observed","LungCancer","All","Both"
11.249,0.05689,0.05128,0.06313,"Observed","ProstateCancer","All","Both"
11.249,0.07716,0.05622,0.10592,"Observed","StomachCancer","All","Both"
11.252,0.029,0.02596,0.0324,"Observed","BreastCancer","All","Both"
11.252,0.05353,0.04663,0.06144,"Observed","ColorectalCancer","All","Both"
11.252,0.0569,0.05129,0.06312,"Observed","ProstateCancer","All","Both"
11.252,0.07718,0.05622,0.10595,"Observed","StomachCancer","All","Both"
11.255,0.02899,0.02595,0.03239,"Observed","BreastCancer","All","Both"
11.255,0.05352,0.04664,0.06142,"Observed","ColorectalCancer","All","Both"
11.255,0.0558,0.04537,0.06863,"Observed","HeadNeckCancer","All","Both"
11.255,0.08754,0.06579,0.11648,"Observed","LungCancer","All","Both"
11.255,0.0569,0.05131,0.06311,"Observed","ProstateCancer","All","Both"
11.258,0.02899,0.02595,0.03237,"Observed","BreastCancer","All","Both"
11.258,0.05352,0.04664,0.06141,"Observed","ColorectalCancer","All","Both"
11.258,0.05691,0.05132,0.06311,"Observed","ProstateCancer","All","Both"
11.26,0.02898,0.02595,0.03236,"Observed","BreastCancer","All","Both"
11.26,0.05351,0.04665,0.06139,"Observed","ColorectalCancer","All","Both"
11.26,0.0558,0.04537,0.06862,"Observed","HeadNeckCancer","All","Both"
11.26,0.08751,0.06578,0.11642,"Observed","LungCancer","All","Both"
11.26,0.05692,0.05134,0.0631,"Observed","ProstateCancer","All","Both"
11.263,0.02897,0.02595,0.03235,"Observed","BreastCancer","All","Both"
11.263,0.05351,0.04666,0.06137,"Observed","ColorectalCancer","All","Both"
11.263,0.05692,0.05135,0.0631,"Observed","ProstateCancer","All","Both"
11.266,0.02897,0.02595,0.03233,"Observed","BreastCancer","All","Both"
11.266,0.05351,0.04666,0.06135,"Observed","ColorectalCancer","All","Both"
11.266,0.05693,0.05137,0.06309,"Observed","ProstateCancer","All","Both"
11.268,0.02896,0.02595,0.03232,"Observed","BreastCancer","All","Both"
11.268,0.0535,0.04667,0.06134,"Observed","ColorectalCancer","All","Both"
11.268,0.0558,0.04537,0.06862,"Observed","HeadNeckCancer","All","Both"
11.268,0.05693,0.05138,0.06309,"Observed","ProstateCancer","All","Both"
11.271,0.02895,0.02595,0.0323,"Observed","BreastCancer","All","Both"
11.271,0.0535,0.04667,0.06132,"Observed","ColorectalCancer","All","Both"
11.271,0.0558,0.04537,0.06862,"Observed","HeadNeckCancer","All","Both"
11.271,0.05694,0.0514,0.06308,"Observed","ProstateCancer","All","Both"
11.274,0.02894,0.02594,0.03229,"Observed","BreastCancer","All","Both"
11.274,0.05349,0.04668,0.0613,"Observed","ColorectalCancer","All","Both"
11.274,0.05612,0.02518,0.12504,"Observed","LiverCancer","All","Both"
11.274,0.05695,0.05141,0.06308,"Observed","ProstateCancer","All","Both"
11.277,0.02894,0.02594,0.03228,"Observed","BreastCancer","All","Both"
11.277,0.05349,0.04668,0.06129,"Observed","ColorectalCancer","All","Both"
11.277,0.05579,0.04537,0.06862,"Observed","HeadNeckCancer","All","Both"
11.277,0.05695,0.05142,0.06307,"Observed","ProstateCancer","All","Both"
11.277,0.0773,0.05623,0.10628,"Observed","StomachCancer","All","Both"
11.279,0.02893,0.02594,0.03226,"Observed","BreastCancer","All","Both"
11.279,0.05348,0.04669,0.06127,"Observed","ColorectalCancer","All","Both"
11.279,0.05696,0.05144,0.06307,"Observed","ProstateCancer","All","Both"
11.282,0.02892,0.02594,0.03225,"Observed","BreastCancer","All","Both"
11.282,0.05348,0.04669,0.06126,"Observed","ColorectalCancer","All","Both"
11.285,0.02892,0.02594,0.03224,"Observed","BreastCancer","All","Both"
11.285,0.05697,0.05147,0.06306,"Observed","ProstateCancer","All","Both"
11.288,0.02891,0.02593,0.03222,"Observed","BreastCancer","All","Both"
11.288,0.05347,0.0467,0.06123,"Observed","ColorectalCancer","All","Both"
11.288,0.05698,0.05148,0.06306,"Observed","ProstateCancer","All","Both"
11.29,0.0289,0.02593,0.03221,"Observed","BreastCancer","All","Both"
11.29,0.05347,0.0467,0.06121,"Observed","ColorectalCancer","All","Both"
11.29,0.05579,0.04536,0.06862,"Observed","HeadNeckCancer","All","Both"
11.29,0.05698,0.05149,0.06306,"Observed","ProstateCancer","All","Both"
11.29,0.07737,0.05623,0.10647,"Observed","StomachCancer","All","Both"
11.293,0.0289,0.02593,0.0322,"Observed","BreastCancer","All","Both"
11.293,0.05346,0.04671,0.0612,"Observed","ColorectalCancer","All","Both"
11.293,0.05579,0.04536,0.06862,"Observed","HeadNeckCancer","All","Both"
11.293,0.05566,0.02485,0.12467,"Observed","LiverCancer","All","Both"
11.293,0.08732,0.06567,0.11611,"Observed","LungCancer","All","Both"
11.293,0.05699,0.0515,0.06305,"Observed","ProstateCancer","All","Both"
11.296,0.02889,0.02593,0.03219,"Observed","BreastCancer","All","Both"
11.296,0.05346,0.04671,0.06118,"Observed","ColorectalCancer","All","Both"
11.296,0.05579,0.04536,0.06862,"Observed","HeadNeckCancer","All","Both"
11.296,0.0556,0.0248,0.12462,"Observed","LiverCancer","All","Both"
11.296,0.05699,0.05152,0.06305,"Observed","ProstateCancer","All","Both"
11.299,0.02888,0.02593,0.03217,"Observed","BreastCancer","All","Both"
11.299,0.05346,0.04671,0.06117,"Observed","ColorectalCancer","All","Both"
11.299,0.05579,0.04536,0.06862,"Observed","HeadNeckCancer","All","Both"
11.299,0.08729,0.06565,0.11607,"Observed","LungCancer","All","Both"
11.299,0.057,0.05153,0.06305,"Observed","ProstateCancer","All","Both"
11.301,0.02887,0.02592,0.03216,"Observed","BreastCancer","All","Both"
11.301,0.08728,0.06564,0.11605,"Observed","LungCancer","All","Both"
11.304,0.02887,0.02592,0.03215,"Observed","BreastCancer","All","Both"
11.304,0.05345,0.04672,0.06114,"Observed","ColorectalCancer","All","Both"
11.304,0.05579,0.04536,0.06862,"Observed","HeadNeckCancer","All","Both"
11.307,0.02886,0.02592,0.03214,"Observed","BreastCancer","All","Both"
11.307,0.05344,0.04672,0.06113,"Observed","ColorectalCancer","All","Both"
11.307,0.08725,0.06562,0.11601,"Observed","LungCancer","All","Both"
11.307,0.05702,0.05157,0.06304,"Observed","ProstateCancer","All","Both"
11.31,0.02885,0.02591,0.03213,"Observed","BreastCancer","All","Both"
11.31,0.05344,0.04672,0.06112,"Observed","ColorectalCancer","All","Both"
11.31,0.08723,0.0656,0.11599,"Observed","LungCancer","All","Both"
11.31,0.05702,0.05158,0.06304,"Observed","ProstateCancer","All","Both"
11.312,0.02885,0.02591,0.03211,"Observed","BreastCancer","All","Both"
11.312,0.05343,0.04673,0.0611,"Observed","ColorectalCancer","All","Both"
11.312,0.05579,0.04535,0.06862,"Observed","HeadNeckCancer","All","Both"
11.312,0.05703,0.05159,0.06304,"Observed","ProstateCancer","All","Both"
11.312,0.07749,0.05623,0.10678,"Observed","StomachCancer","All","Both"
11.315,0.02884,0.02591,0.0321,"Observed","BreastCancer","All","Both"
11.315,0.05343,0.04673,0.06109,"Observed","ColorectalCancer","All","Both"
11.315,0.05703,0.0516,0.06304,"Observed","ProstateCancer","All","Both"
11.318,0.02883,0.0259,0.03209,"Observed","BreastCancer","All","Both"
11.318,0.05343,0.04673,0.06108,"Observed","ColorectalCancer","All","Both"
11.318,0.08719,0.06557,0.11593,"Observed","LungCancer","All","Both"
11.318,0.05704,0.05161,0.06304,"Observed","ProstateCancer","All","Both"
11.321,0.02883,0.0259,0.03208,"Observed","BreastCancer","All","Both"
11.321,0.05705,0.05162,0.06304,"Observed","ProstateCancer","All","Both"
11.323,0.02882,0.0259,0.03207,"Observed","BreastCancer","All","Both"
11.323,0.05342,0.04673,0.06106,"Observed","ColorectalCancer","All","Both"
11.323,0.05578,0.04534,0.06863,"Observed","HeadNeckCancer","All","Both"
11.323,0.05705,0.05164,0.06304,"Observed","ProstateCancer","All","Both"
11.326,0.02881,0.02589,0.03206,"Observed","BreastCancer","All","Both"
11.326,0.05341,0.04673,0.06105,"Observed","ColorectalCancer","All","Both"
11.326,0.05578,0.04534,0.06863,"Observed","HeadNeckCancer","All","Both"
11.326,0.05706,0.05165,0.06304,"Observed","ProstateCancer","All","Both"
11.326,0.07756,0.05622,0.10698,"Observed","StomachCancer","All","Both"
11.329,0.0288,0.02589,0.03205,"Observed","BreastCancer","All","Both"
11.329,0.05341,0.04674,0.06103,"Observed","ColorectalCancer","All","Both"
11.329,0.05578,0.04534,0.06864,"Observed","HeadNeckCancer","All","Both"
11.329,0.05706,0.05166,0.06304,"Observed","ProstateCancer","All","Both"
11.332,0.0288,0.02589,0.03204,"Observed","BreastCancer","All","Both"
11.332,0.0534,0.04674,0.06102,"Observed","ColorectalCancer","All","Both"
11.332,0.05707,0.05167,0.06304,"Observed","ProstateCancer","All","Both"
11.332,0.07758,0.05622,0.10706,"Observed","StomachCancer","All","Both"
11.334,0.02879,0.02588,0.03202,"Observed","BreastCancer","All","Both"
11.334,0.0534,0.04674,0.06101,"Observed","ColorectalCancer","All","Both"
11.334,0.05578,0.04533,0.06864,"Observed","HeadNeckCancer","All","Both"
11.334,0.05708,0.05168,0.06304,"Observed","ProstateCancer","All","Both"
11.334,0.0776,0.05622,0.1071,"Observed","StomachCancer","All","Both"
11.337,0.02878,0.02588,0.03201,"Observed","BreastCancer","All","Both"
11.337,0.0534,0.04674,0.061,"Observed","ColorectalCancer","All","Both"
11.337,0.05578,0.04533,0.06864,"Observed","HeadNeckCancer","All","Both"
11.337,0.05708,0.05169,0.06304,"Observed","ProstateCancer","All","Both"
11.34,0.02878,0.02587,0.032,"Observed","BreastCancer","All","Both"
11.34,0.05339,0.04674,0.06099,"Observed","ColorectalCancer","All","Both"
11.34,0.05709,0.0517,0.06304,"Observed","ProstateCancer","All","Both"
11.342,0.02877,0.02587,0.03199,"Observed","BreastCancer","All","Both"
11.342,0.05339,0.04674,0.06098,"Observed","ColorectalCancer","All","Both"
11.342,0.08705,0.06544,0.11579,"Observed","LungCancer","All","Both"
11.342,0.05709,0.05171,0.06304,"Observed","ProstateCancer","All","Both"
11.345,0.02876,0.02587,0.03198,"Observed","BreastCancer","All","Both"
11.345,0.05338,0.04674,0.06097,"Observed","ColorectalCancer","All","Both"
11.345,0.05578,0.04532,0.06865,"Observed","HeadNeckCancer","All","Both"
11.345,0.0571,0.05172,0.06304,"Observed","ProstateCancer","All","Both"
11.348,0.02876,0.02586,0.03197,"Observed","BreastCancer","All","Both"
11.348,0.05338,0.04674,0.06097,"Observed","ColorectalCancer","All","Both"
11.348,0.05578,0.04532,0.06866,"Observed","HeadNeckCancer","All","Both"
11.348,0.05711,0.05173,0.06305,"Observed","ProstateCancer","All","Both"
11.348,0.07767,0.05621,0.10731,"Observed","StomachCancer","All","Both"
11.351,0.02875,0.02586,0.03196,"Observed","BreastCancer","All","Both"
11.351,0.05337,0.04674,0.06096,"Observed","ColorectalCancer","All","Both"
11.351,0.05578,0.04531,0.06866,"Observed","HeadNeckCancer","All","Both"
11.351,0.05711,0.05173,0.06305,"Observed","ProstateCancer","All","Both"
11.353,0.02874,0.02585,0.03195,"Observed","BreastCancer","All","Both"
11.353,0.05337,0.04673,0.06095,"Observed","ColorectalCancer","All","Both"
11.353,0.05578,0.04531,0.06866,"Observed","HeadNeckCancer","All","Both"
11.353,0.05712,0.05174,0.06305,"Observed","ProstateCancer","All","Both"
11.356,0.05337,0.04673,0.06094,"Observed","ColorectalCancer","All","Both"
11.356,0.05712,0.05175,0.06305,"Observed","ProstateCancer","All","Both"
11.359,0.02873,0.02584,0.03193,"Observed","BreastCancer","All","Both"
11.362,0.02872,0.02584,0.03192,"Observed","BreastCancer","All","Both"
11.362,0.08694,0.06532,0.11571,"Observed","LungCancer","All","Both"
11.364,0.02871,0.02583,0.03192,"Observed","BreastCancer","All","Both"
11.364,0.05335,0.04673,0.06092,"Observed","ColorectalCancer","All","Both"
11.364,0.05578,0.0453,0.06868,"Observed","HeadNeckCancer","All","Both"
11.364,0.05714,0.05178,0.06306,"Observed","ProstateCancer","All","Both"
11.367,0.02871,0.02583,0.03191,"Observed","BreastCancer","All","Both"
11.367,0.05335,0.04673,0.06091,"Observed","ColorectalCancer","All","Both"
11.367,0.08691,0.06529,0.11569,"Observed","LungCancer","All","Both"
11.367,0.05715,0.05178,0.06307,"Observed","ProstateCancer","All","Both"
11.37,0.0287,0.02582,0.0319,"Observed","BreastCancer","All","Both"
11.37,0.05335,0.04672,0.0609,"Observed","ColorectalCancer","All","Both"
11.37,0.05578,0.04529,0.06869,"Observed","HeadNeckCancer","All","Both"
11.37,0.04745,0.02499,0.09009,"Observed","PancreaticCancer","All","Both"
11.37,0.05715,0.05179,0.06307,"Observed","ProstateCancer","All","Both"
11.373,0.02869,0.02582,0.03189,"Observed","BreastCancer","All","Both"
11.373,0.05334,0.04672,0.0609,"Observed","ColorectalCancer","All","Both"
11.373,0.05577,0.04528,0.06869,"Observed","HeadNeckCancer","All","Both"
11.373,0.08688,0.06525,0.11567,"Observed","LungCancer","All","Both"
11.373,0.05716,0.0518,0.06307,"Observed","ProstateCancer","All","Both"
11.373,0.0778,0.05619,0.1077,"Observed","StomachCancer","All","Both"
11.375,0.02869,0.02581,0.03188,"Observed","BreastCancer","All","Both"
11.375,0.05334,0.04672,0.06089,"Observed","ColorectalCancer","All","Both"
11.375,0.08686,0.06524,0.11566,"Observed","LungCancer","All","Both"
11.375,0.05716,0.05181,0.06308,"Observed","ProstateCancer","All","Both"
11.378,0.02868,0.02581,0.03187,"Observed","BreastCancer","All","Both"
11.381,0.02867,0.0258,0.03186,"Observed","BreastCancer","All","Both"
11.381,0.05333,0.04671,0.06088,"Observed","ColorectalCancer","All","Both"
11.381,0.05577,0.04527,0.06871,"Observed","HeadNeckCancer","All","Both"
11.381,0.05718,0.05182,0.06309,"Observed","ProstateCancer","All","Both"
11.384,0.02866,0.02579,0.03185,"Observed","BreastCancer","All","Both"
11.384,0.05332,0.04671,0.06087,"Observed","ColorectalCancer","All","Both"
11.384,0.05577,0.04527,0.06872,"Observed","HeadNeckCancer","All","Both"
11.384,0.05718,0.05183,0.06309,"Observed","ProstateCancer","All","Both"
11.386,0.02866,0.02579,0.03185,"Observed","BreastCancer","All","Both"
11.386,0.05332,0.04671,0.06087,"Observed","ColorectalCancer","All","Both"
11.386,0.05577,0.04526,0.06872,"Observed","HeadNeckCancer","All","Both"
11.386,0.05719,0.05183,0.0631,"Observed","ProstateCancer","All","Both"
11.386,0.07787,0.05618,0.10792,"Observed","StomachCancer","All","Both"
11.389,0.02865,0.02578,0.03184,"Observed","BreastCancer","All","Both"
11.389,0.05332,0.0467,0.06086,"Observed","ColorectalCancer","All","Both"
11.389,0.05719,0.05184,0.0631,"Observed","ProstateCancer","All","Both"
11.392,0.02864,0.02578,0.03183,"Observed","BreastCancer","All","Both"
11.392,0.05331,0.0467,0.06086,"Observed","ColorectalCancer","All","Both"
11.392,0.05577,0.04525,0.06873,"Observed","HeadNeckCancer","All","Both"
11.392,0.0572,0.05184,0.06311,"Observed","ProstateCancer","All","Both"
11.395,0.02864,0.02577,0.03182,"Observed","BreastCancer","All","Both"
11.395,0.05331,0.04669,0.06086,"Observed","ColorectalCancer","All","Both"
11.395,0.05721,0.05185,0.06311,"Observed","ProstateCancer","All","Both"
11.397,0.02863,0.02576,0.03182,"Observed","BreastCancer","All","Both"
11.397,0.0533,0.04669,0.06085,"Observed","ColorectalCancer","All","Both"
11.397,0.05721,0.05186,0.06312,"Observed","ProstateCancer","All","Both"
11.397,0.07792,0.05617,0.1081,"Observed","StomachCancer","All","Both"
11.4,0.02862,0.02576,0.03181,"Observed","BreastCancer","All","Both"
11.4,0.0533,0.04669,0.06085,"Observed","ColorectalCancer","All","Both"
11.4,0.05722,0.05186,0.06313,"Observed","ProstateCancer","All","Both"
11.403,0.02862,0.02575,0.0318,"Observed","BreastCancer","All","Both"
11.403,0.05329,0.04668,0.06084,"Observed","ColorectalCancer","All","Both"
11.403,0.08671,0.06504,0.11561,"Observed","LungCancer","All","Both"
11.403,0.05722,0.05187,0.06313,"Observed","ProstateCancer","All","Both"
11.405,0.02861,0.02574,0.03179,"Observed","BreastCancer","All","Both"
11.405,0.05329,0.04668,0.06084,"Observed","ColorectalCancer","All","Both"
11.405,0.05577,0.04523,0.06876,"Observed","HeadNeckCancer","All","Both"
11.405,0.05723,0.05187,0.06314,"Observed","ProstateCancer","All","Both"
11.408,0.0286,0.02574,0.03179,"Observed","BreastCancer","All","Both"
11.408,0.05329,0.04667,0.06084,"Observed","ColorectalCancer","All","Both"
11.408,0.08668,0.06499,0.1156,"Observed","LungCancer","All","Both"
11.408,0.05724,0.05188,0.06315,"Observed","ProstateCancer","All","Both"
11.411,0.0286,0.02573,0.03178,"Observed","BreastCancer","All","Both"
11.411,0.05328,0.04667,0.06084,"Observed","ColorectalCancer","All","Both"
11.411,0.05577,0.04522,0.06878,"Observed","HeadNeckCancer","All","Both"
11.411,0.05296,0.02279,0.12309,"Observed","LiverCancer","All","Both"
11.411,0.08666,0.06497,0.1156,"Observed","LungCancer","All","Both"
11.411,0.05724,0.05188,0.06316,"Observed","ProstateCancer","All","Both"
11.411,0.07799,0.05615,0.10833,"Observed","StomachCancer","All","Both"
11.414,0.02859,0.02572,0.03177,"Observed","BreastCancer","All","Both"
11.414,0.05328,0.04666,0.06083,"Observed","ColorectalCancer","All","Both"
11.414,0.08665,0.06495,0.1156,"Observed","LungCancer","All","Both"
11.414,0.05725,0.05189,0.06316,"Observed","ProstateCancer","All","Both"
11.416,0.05327,0.04665,0.06083,"Observed","ColorectalCancer","All","Both"
11.416,0.08663,0.06493,0.1156,"Observed","LungCancer","All","Both"
11.416,0.05725,0.05189,0.06317,"Observed","ProstateCancer","All","Both"
11.419,0.02857,0.02571,0.03176,"Observed","BreastCancer","All","Both"
11.419,0.05577,0.0452,0.0688,"Observed","HeadNeckCancer","All","Both"
11.419,0.05726,0.05189,0.06318,"Observed","ProstateCancer","All","Both"
11.422,0.02857,0.0257,0.03175,"Observed","BreastCancer","All","Both"
11.422,0.05326,0.04664,0.06083,"Observed","ColorectalCancer","All","Both"
11.422,0.05576,0.04519,0.06881,"Observed","HeadNeckCancer","All","Both"
11.422,0.05727,0.0519,0.06319,"Observed","ProstateCancer","All","Both"
11.425,0.02856,0.02569,0.03175,"Observed","BreastCancer","All","Both"
11.425,0.05326,0.04664,0.06083,"Observed","ColorectalCancer","All","Both"
11.425,0.05266,0.02255,0.12298,"Observed","LiverCancer","All","Both"
11.425,0.05727,0.0519,0.0632,"Observed","ProstateCancer","All","Both"
11.425,0.07806,0.05613,0.10857,"Observed","StomachCancer","All","Both"
11.427,0.02855,0.02569,0.03174,"Observed","BreastCancer","All","Both"
11.427,0.05326,0.04663,0.06083,"Observed","ColorectalCancer","All","Both"
11.427,0.05576,0.04518,0.06882,"Observed","HeadNeckCancer","All","Both"
11.427,0.05728,0.0519,0.06321,"Observed","ProstateCancer","All","Both"
11.43,0.02855,0.02568,0.03173,"Observed","BreastCancer","All","Both"
11.43,0.05325,0.04662,0.06083,"Observed","ColorectalCancer","All","Both"
11.43,0.05728,0.05191,0.06322,"Observed","ProstateCancer","All","Both"
11.433,0.02854,0.02567,0.03173,"Observed","BreastCancer","All","Both"
11.433,0.05325,0.04662,0.06082,"Observed","ColorectalCancer","All","Both"
11.433,0.08654,0.06479,0.1156,"Observed","LungCancer","All","Both"
11.433,0.05729,0.05191,0.06323,"Observed","ProstateCancer","All","Both"
11.436,0.02853,0.02566,0.03172,"Observed","BreastCancer","All","Both"
11.438,0.02853,0.02566,0.03172,"Observed","BreastCancer","All","Both"
11.438,0.0573,0.05191,0.06325,"Observed","ProstateCancer","All","Both"
11.441,0.02852,0.02565,0.03171,"Observed","BreastCancer","All","Both"
11.441,0.05324,0.04659,0.06082,"Observed","ColorectalCancer","All","Both"
11.441,0.05576,0.04515,0.06886,"Observed","HeadNeckCancer","All","Both"
11.441,0.05731,0.05192,0.06326,"Observed","ProstateCancer","All","Both"
11.444,0.02851,0.02564,0.03171,"Observed","BreastCancer","All","Both"
11.444,0.05323,0.04658,0.06083,"Observed","ColorectalCancer","All","Both"
11.444,0.05576,0.04514,0.06887,"Observed","HeadNeckCancer","All","Both"
11.444,0.08648,0.06469,0.11561,"Observed","LungCancer","All","Both"
11.444,0.05731,0.05192,0.06327,"Observed","ProstateCancer","All","Both"
11.447,0.02851,0.02563,0.0317,"Observed","BreastCancer","All","Both"
11.447,0.05323,0.04658,0.06083,"Observed","ColorectalCancer","All","Both"
11.447,0.05576,0.04514,0.06888,"Observed","HeadNeckCancer","All","Both"
11.447,0.08647,0.06467,0.11561,"Observed","LungCancer","All","Both"
11.447,0.05732,0.05192,0.06328,"Observed","ProstateCancer","All","Both"
11.449,0.0285,0.02562,0.0317,"Observed","BreastCancer","All","Both"
11.449,0.05322,0.04657,0.06083,"Observed","ColorectalCancer","All","Both"
11.449,0.05576,0.04513,0.06889,"Observed","HeadNeckCancer","All","Both"
11.449,0.05732,0.05192,0.06329,"Observed","ProstateCancer","All","Both"
11.452,0.02849,0.02562,0.03169,"Observed","BreastCancer","All","Both"
11.452,0.05322,0.04656,0.06083,"Observed","ColorectalCancer","All","Both"
11.452,0.05576,0.04512,0.0689,"Observed","HeadNeckCancer","All","Both"
11.452,0.08643,0.06461,0.11562,"Observed","LungCancer","All","Both"
11.452,0.05733,0.05192,0.0633,"Observed","ProstateCancer","All","Both"
11.455,0.02848,0.02561,0.03169,"Observed","BreastCancer","All","Both"
11.455,0.05321,0.04655,0.06083,"Observed","ColorectalCancer","All","Both"
11.458,0.02848,0.0256,0.03168,"Observed","BreastCancer","All","Both"
11.458,0.05321,0.04654,0.06083,"Observed","ColorectalCancer","All","Both"
11.46,0.02847,0.02559,0.03168,"Observed","BreastCancer","All","Both"
11.46,0.05321,0.04653,0.06084,"Observed","ColorectalCancer","All","Both"
11.46,0.05735,0.05193,0.06333,"Observed","ProstateCancer","All","Both"
