trisk,df,logLik,AIC,BIC,Method,Cancer,Age,Sex,Stratification,Adjustment,Database
277108.994520548,7,-62663.37538993383,125340.75077986767,125403.46987411658,Log-logistic,Prostate,18 to 39,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62663.37538993383,125340.75077986767,125403.46987411658,Log-logistic,Prostate,40 to 49,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62663.37538993383,125340.75077986767,125403.46987411658,Log-logistic,Prostate,50 to 59,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62663.37538993383,125340.75077986767,125403.46987411658,Log-logistic,Prostate,60 to 69,Male,None,Age,CPRD_GOLD
277108.994520548,7,-62663.37538993383,125340.75077986767,125403.46987411658,Log-logistic,Prostate,80 +,Male,None,Age,CPRD_GOLD
277108.994520548,7,-63370.69704000318,126755.39408000636,126818.11317425527,Log-normal,Prostate,70 to 79,Male,None,Age,CPRD_GOLD
277108.994520548,7,-63370.69704000318,126755.39408000636,126818.11317425527,Log-normal,Prostate,18 to 39,Male,None,Age,CPRD_GOLD
277108.994520548,7,-63370.69704000318,126755.39408000636,126818.11317425527,Log-normal,Prostate,40 to 49,Male,None,Age,CPRD_GOLD
277108.994520548,7,-63370.69704000318,126755.39408000636,126818.11317425527,Log-normal,Prostate,50 to 59,Male,None,Age,CPRD_GOLD
277108.994520548,7,-63370.69704000318,126755.39408000636,126818.11317425527,Log-normal,Prostate,60 to 69,Male,None,Age,CPRD_GOLD
277108.994520548,7,-63370.69704000318,126755.39408000636,126818.11317425527,Log-normal,Prostate,80 +,Male,None,Age,CPRD_GOLD
277108.994520548,8,-62274.07500674203,124564.15001348406,124635.82897833995,Generalised Gamma,Prostate,70 to 79,Male,None,Age,CPRD_GOLD
277108.994520548,8,-62274.07500674203,124564.15001348406,124635.82897833995,Generalised Gamma,Prostate,18 to 39,Male,None,Age,CPRD_GOLD
277108.994520548,8,-62274.07500674203,124564.15001348406,124635.82897833995,Generalised Gamma,Prostate,40 to 49,Male,None,Age,CPRD_GOLD
277108.994520548,8,-62274.07500674203,124564.15001348406,124635.82897833995,Generalised Gamma,Prostate,50 to 59,Male,None,Age,CPRD_GOLD
277108.994520548,8,-62274.07500674203,124564.15001348406,124635.82897833995,Generalised Gamma,Prostate,60 to 69,Male,None,Age,CPRD_GOLD
277108.994520548,8,-62274.07500674203,124564.15001348406,124635.82897833995,Generalised Gamma,Prostate,80 +,Male,None,Age,CPRD_GOLD
277108.994520548,8,-62273.93464799933,124563.86929599867,124635.54826085456,Spline (1 knot),Prostate,70 to 79,Male,None,Age,CPRD_GOLD
277108.994520548,8,-62273.93464799933,124563.86929599867,124635.54826085456,Spline (1 knot),Prostate,18 to 39,Male,None,Age,CPRD_GOLD
277108.994520548,8,-62273.93464799933,124563.86929599867,124635.54826085456,Spline (1 knot),Prostate,40 to 49,Male,None,Age,CPRD_GOLD
277108.994520548,8,-62273.93464799933,124563.86929599867,124635.54826085456,Spline (1 knot),Prostate,50 to 59,Male,None,Age,CPRD_GOLD
277108.994520548,8,-62273.93464799933,124563.86929599867,124635.54826085456,Spline (1 knot),Prostate,60 to 69,Male,None,Age,CPRD_GOLD
277108.994520548,8,-62273.93464799933,124563.86929599867,124635.54826085456,Spline (1 knot),Prostate,80 +,Male,None,Age,CPRD_GOLD
277108.994520548,10,-62216.76919358058,124453.53838716116,124543.13709323102,Spline (3 knots),Prostate,70 to 79,Male,None,Age,CPRD_GOLD
277108.994520548,10,-62216.76919358058,124453.53838716116,124543.13709323102,Spline (3 knots),Prostate,18 to 39,Male,None,Age,CPRD_GOLD
277108.994520548,10,-62216.76919358058,124453.53838716116,124543.13709323102,Spline (3 knots),Prostate,40 to 49,Male,None,Age,CPRD_GOLD
277108.994520548,10,-62216.76919358058,124453.53838716116,124543.13709323102,Spline (3 knots),Prostate,50 to 59,Male,None,Age,CPRD_GOLD
277108.994520548,10,-62216.76919358058,124453.53838716116,124543.13709323102,Spline (3 knots),Prostate,60 to 69,Male,None,Age,CPRD_GOLD
277108.994520548,10,-62216.76919358058,124453.53838716116,124543.13709323102,Spline (3 knots),Prostate,80 +,Male,None,Age,CPRD_GOLD
10333.895890410959,7,-6968.503152082897,13951.006304165794,13997.916893421903,Gompertz,Stomach,70 to 79,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6968.503152082897,13951.006304165794,13997.916893421903,Gompertz,Stomach,18 to 39,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6968.503152082897,13951.006304165794,13997.916893421903,Gompertz,Stomach,40 to 49,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6968.503152082897,13951.006304165794,13997.916893421903,Gompertz,Stomach,50 to 59,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6968.503152082897,13951.006304165794,13997.916893421903,Gompertz,Stomach,60 to 69,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6968.503152082897,13951.006304165794,13997.916893421903,Gompertz,Stomach,80 +,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-7271.187364301594,14556.374728603188,14603.285317859298,WeibullPH,Stomach,70 to 79,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-7271.187364301594,14556.374728603188,14603.285317859298,WeibullPH,Stomach,18 to 39,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-7271.187364301594,14556.374728603188,14603.285317859298,WeibullPH,Stomach,40 to 49,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-7271.187364301594,14556.374728603188,14603.285317859298,WeibullPH,Stomach,50 to 59,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-7271.187364301594,14556.374728603188,14603.285317859298,WeibullPH,Stomach,60 to 69,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-7271.187364301594,14556.374728603188,14603.285317859298,WeibullPH,Stomach,80 +,Both,None,Age,CPRD_GOLD
10333.895890410959,6,-8160.886077781885,16333.77215556377,16373.981232069009,Exponential,Stomach,70 to 79,Both,None,Age,CPRD_GOLD
10333.895890410959,6,-8160.886077781885,16333.77215556377,16373.981232069009,Exponential,Stomach,18 to 39,Both,None,Age,CPRD_GOLD
10333.895890410959,6,-8160.886077781885,16333.77215556377,16373.981232069009,Exponential,Stomach,40 to 49,Both,None,Age,CPRD_GOLD
10333.895890410959,6,-8160.886077781885,16333.77215556377,16373.981232069009,Exponential,Stomach,50 to 59,Both,None,Age,CPRD_GOLD
10333.895890410959,6,-8160.886077781885,16333.77215556377,16373.981232069009,Exponential,Stomach,60 to 69,Both,None,Age,CPRD_GOLD
10333.895890410959,6,-8160.886077781885,16333.77215556377,16373.981232069009,Exponential,Stomach,80 +,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6903.915545635386,13821.831091270771,13868.74168052688,Log-logistic,Stomach,70 to 79,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6903.915545635386,13821.831091270771,13868.74168052688,Log-logistic,Stomach,18 to 39,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6903.915545635386,13821.831091270771,13868.74168052688,Log-logistic,Stomach,40 to 49,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6903.915545635386,13821.831091270771,13868.74168052688,Log-logistic,Stomach,50 to 59,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6903.915545635386,13821.831091270771,13868.74168052688,Log-logistic,Stomach,60 to 69,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6903.915545635386,13821.831091270771,13868.74168052688,Log-logistic,Stomach,80 +,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6895.748377686993,13805.496755373986,13852.407344630095,Log-normal,Stomach,70 to 79,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6895.748377686993,13805.496755373986,13852.407344630095,Log-normal,Stomach,18 to 39,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6895.748377686993,13805.496755373986,13852.407344630095,Log-normal,Stomach,40 to 49,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6895.748377686993,13805.496755373986,13852.407344630095,Log-normal,Stomach,50 to 59,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6895.748377686993,13805.496755373986,13852.407344630095,Log-normal,Stomach,60 to 69,Both,None,Age,CPRD_GOLD
10333.895890410959,7,-6895.748377686993,13805.496755373986,13852.407344630095,Log-normal,Stomach,80 +,Both,None,Age,CPRD_GOLD
10333.895890410959,8,-6884.73170577442,13785.46341154884,13839.075513555823,Generalised Gamma,Stomach,70 to 79,Both,None,Age,CPRD_GOLD
10333.895890410959,8,-6884.73170577442,13785.46341154884,13839.075513555823,Generalised Gamma,Stomach,18 to 39,Both,None,Age,CPRD_GOLD
10333.895890410959,8,-6884.73170577442,13785.46341154884,13839.075513555823,Generalised Gamma,Stomach,40 to 49,Both,None,Age,CPRD_GOLD
10333.895890410959,8,-6884.73170577442,13785.46341154884,13839.075513555823,Generalised Gamma,Stomach,50 to 59,Both,None,Age,CPRD_GOLD
10333.895890410959,8,-6884.73170577442,13785.46341154884,13839.075513555823,Generalised Gamma,Stomach,60 to 69,Both,None,Age,CPRD_GOLD
10333.895890410959,8,-6884.73170577442,13785.46341154884,13839.075513555823,Generalised Gamma,Stomach,80 +,Both,None,Age,CPRD_GOLD
10333.895890410959,8,-6828.741606960518,13673.483213921036,13727.095315928018,Spline (1 knot),Stomach,70 to 79,Both,None,Age,CPRD_GOLD
10333.895890410959,8,-6828.741606960518,13673.483213921036,13727.095315928018,Spline (1 knot),Stomach,18 to 39,Both,None,Age,CPRD_GOLD
10333.895890410959,8,-6828.741606960518,13673.483213921036,13727.095315928018,Spline (1 knot),Stomach,40 to 49,Both,None,Age,CPRD_GOLD
10333.895890410959,8,-6828.741606960518,13673.483213921036,13727.095315928018,Spline (1 knot),Stomach,50 to 59,Both,None,Age,CPRD_GOLD
10333.895890410959,8,-6828.741606960518,13673.483213921036,13727.095315928018,Spline (1 knot),Stomach,60 to 69,Both,None,Age,CPRD_GOLD
10333.895890410959,8,-6828.741606960518,13673.483213921036,13727.095315928018,Spline (1 knot),Stomach,80 +,Both,None,Age,CPRD_GOLD
10333.895890410959,10,-6811.871590477863,13643.743180955726,13710.758308464454,Spline (3 knots),Stomach,70 to 79,Both,None,Age,CPRD_GOLD
10333.895890410959,10,-6811.871590477863,13643.743180955726,13710.758308464454,Spline (3 knots),Stomach,18 to 39,Both,None,Age,CPRD_GOLD
10333.895890410959,10,-6811.871590477863,13643.743180955726,13710.758308464454,Spline (3 knots),Stomach,40 to 49,Both,None,Age,CPRD_GOLD
10333.895890410959,10,-6811.871590477863,13643.743180955726,13710.758308464454,Spline (3 knots),Stomach,50 to 59,Both,None,Age,CPRD_GOLD
10333.895890410959,10,-6811.871590477863,13643.743180955726,13710.758308464454,Spline (3 knots),Stomach,60 to 69,Both,None,Age,CPRD_GOLD
10333.895890410959,10,-6811.871590477863,13643.743180955726,13710.758308464454,Spline (3 knots),Stomach,80 +,Both,None,Age,CPRD_GOLD
16596.498630136986,2,-2255.8590880117576,4515.718176023515,4527.675483481681,Gompertz,Breast,18 to 39,Both,Age,None,CPRD_GOLD
16596.498630136986,2,-2261.4013613242932,4526.8027226485865,4538.760030106752,WeibullPH,Breast,18 to 39,Both,Age,None,CPRD_GOLD
16596.498630136986,1,-2261.6674986190737,4525.3349972381475,4531.31365096723,Exponential,Breast,18 to 39,Both,Age,None,CPRD_GOLD
16596.498630136986,2,-2255.571385294363,4515.142770588726,4527.100078046892,Log-logistic,Breast,18 to 39,Both,Age,None,CPRD_GOLD
16596.498630136986,2,-2254.8105347089445,4513.621069417889,4525.578376876055,Log-normal,Breast,18 to 39,Both,Age,None,CPRD_GOLD
16596.498630136986,3,-2252.602345077377,4511.204690154754,4529.140651342002,Generalised Gamma,Breast,18 to 39,Both,Age,None,CPRD_GOLD
16596.498630136986,3,-2251.709460109333,4509.418920218666,4527.354881405914,Spline (1 knot),Breast,18 to 39,Both,Age,None,CPRD_GOLD
16596.498630136986,5,-2241.8386111192663,4493.6772222385325,4523.570490883946,Spline (3 knots),Breast,18 to 39,Both,Age,None,CPRD_GOLD
65135.98630136986,2,-6894.24717830997,13792.49435661994,13807.035721821905,Gompertz,Breast,40 to 49,Both,Age,None,CPRD_GOLD
65135.98630136986,2,-6896.879383916982,13797.758767833964,13812.30013303593,WeibullPH,Breast,40 to 49,Both,Age,None,CPRD_GOLD
65135.98630136986,1,-6898.524121692877,13799.048243385754,13806.318925986736,Exponential,Breast,40 to 49,Both,Age,None,CPRD_GOLD
65135.98630136986,2,-6884.167519583161,13772.335039166323,13786.876404368288,Log-logistic,Breast,40 to 49,Both,Age,None,CPRD_GOLD
65135.98630136986,2,-6871.678084518072,13747.356169036144,13761.897534238109,Log-normal,Breast,40 to 49,Both,Age,None,CPRD_GOLD
65135.98630136986,3,-6869.880392262899,13745.760784525797,13767.572832328744,Generalised Gamma,Breast,40 to 49,Both,Age,None,CPRD_GOLD
65135.98630136986,3,-6866.474902617982,13738.949805235963,13760.76185303891,Spline (1 knot),Breast,40 to 49,Both,Age,None,CPRD_GOLD
65135.98630136986,5,-6848.648202296363,13707.296404592726,13743.649817597638,Spline (3 knots),Breast,40 to 49,Both,Age,None,CPRD_GOLD
132369.5808219178,2,-11770.512010911832,23545.024021823665,23560.82789452375,Gompertz,Breast,50 to 59,Both,Age,None,CPRD_GOLD
132369.5808219178,2,-11774.860640716046,23553.721281432092,23569.525154132178,WeibullPH,Breast,50 to 59,Both,Age,None,CPRD_GOLD
132369.5808219178,1,-11774.874080572323,23551.748161144646,23559.65009749469,Exponential,Breast,50 to 59,Both,Age,None,CPRD_GOLD
132369.5808219178,2,-11767.199424685845,23538.39884937169,23554.202722071775,Log-logistic,Breast,50 to 59,Both,Age,None,CPRD_GOLD
132369.5808219178,2,-11767.768543130916,23539.537086261833,23555.34095896192,Log-normal,Breast,50 to 59,Both,Age,None,CPRD_GOLD
132369.5808219178,3,-11759.140881940833,23524.281763881667,23547.987572931797,Generalised Gamma,Breast,50 to 59,Both,Age,None,CPRD_GOLD
132369.5808219178,3,-11758.883911456938,23523.767822913876,23547.473631964007,Spline (1 knot),Breast,50 to 59,Both,Age,None,CPRD_GOLD
132369.5808219178,5,-11757.239207948087,23524.478415896174,23563.98809764639,Spline (3 knots),Breast,50 to 59,Both,Age,None,CPRD_GOLD
127624.09315068493,2,-15487.404111974747,30978.808223949494,30994.667996002274,Gompertz,Breast,60 to 69,Both,Age,None,CPRD_GOLD
127624.09315068493,2,-15489.666866011608,30983.333732023217,30999.193504075996,WeibullPH,Breast,60 to 69,Both,Age,None,CPRD_GOLD
127624.09315068493,1,-15489.7959992012,30981.5919984024,30989.521884428792,Exponential,Breast,60 to 69,Both,Age,None,CPRD_GOLD
127624.09315068493,2,-15503.094840896905,31010.18968179381,31026.04945384659,Log-logistic,Breast,60 to 69,Both,Age,None,CPRD_GOLD
127624.09315068493,2,-15605.994149951126,31215.988299902252,31231.84807195503,Log-normal,Breast,60 to 69,Both,Age,None,CPRD_GOLD
127624.09315068493,3,-15483.934292422473,30973.868584844946,30997.658242924117,Generalised Gamma,Breast,60 to 69,Both,Age,None,CPRD_GOLD
127624.09315068493,3,-15489.070090078736,30984.140180157472,31007.929838236643,Spline (1 knot),Breast,60 to 69,Both,Age,None,CPRD_GOLD
127624.09315068493,5,-15474.55307251977,30959.10614503954,30998.755575171494,Spline (3 knots),Breast,60 to 69,Both,Age,None,CPRD_GOLD
68982.42191780821,2,-15811.03052770317,31626.06105540634,31641.08815789843,Gompertz,Breast,70 to 79,Both,Age,None,CPRD_GOLD
68982.42191780821,2,-15808.587913157226,31621.17582631445,31636.202928806542,WeibullPH,Breast,70 to 79,Both,Age,None,CPRD_GOLD
68982.42191780821,1,-15811.774175927058,31625.548351854115,31633.06190310016,Exponential,Breast,70 to 79,Both,Age,None,CPRD_GOLD
68982.42191780821,2,-15864.490232241948,31732.980464483895,31748.007566975986,Log-logistic,Breast,70 to 79,Both,Age,None,CPRD_GOLD
68982.42191780821,2,-16024.818327806473,32053.636655612947,32068.663758105038,Log-normal,Breast,70 to 79,Both,Age,None,CPRD_GOLD
68982.42191780821,3,-15793.985185580226,31593.970371160452,31616.511024898587,Generalised Gamma,Breast,70 to 79,Both,Age,None,CPRD_GOLD
68982.42191780821,3,-15804.650290417496,31615.30058083499,31637.841234573127,Spline (1 knot),Breast,70 to 79,Both,Age,None,CPRD_GOLD
68982.42191780821,5,-15792.247128511333,31594.494257022667,31632.062013252893,Spline (3 knots),Breast,70 to 79,Both,Age,None,CPRD_GOLD
34668.7205479452,2,-15664.107330611172,31332.214661222344,31346.782400432872,Gompertz,Breast,80 +,Both,Age,None,CPRD_GOLD
34668.7205479452,2,-15655.995067997834,31315.990135995668,31330.557875206196,WeibullPH,Breast,80 +,Both,Age,None,CPRD_GOLD
34668.7205479452,1,-15664.616541846113,31331.233083692227,31338.51695329749,Exponential,Breast,80 +,Both,Age,None,CPRD_GOLD
34668.7205479452,2,-15798.9723474435,31601.944694887,31616.512434097527,Log-logistic,Breast,80 +,Both,Age,None,CPRD_GOLD
34668.7205479452,2,-16015.249710180637,32034.499420361273,32049.0671595718,Log-normal,Breast,80 +,Both,Age,None,CPRD_GOLD
34668.7205479452,3,-15651.40294284544,31308.80588569088,31330.65749450667,Generalised Gamma,Breast,80 +,Both,Age,None,CPRD_GOLD
34668.7205479452,3,-15654.182257631352,31314.364515262703,31336.216124078495,Spline (1 knot),Breast,80 +,Both,Age,None,CPRD_GOLD
34668.7205479452,5,-15650.550354508887,31311.100709017774,31347.520057044094,Spline (3 knots),Breast,80 +,Both,Age,None,CPRD_GOLD
2533.4438356164383,2,-512.7450086561562,1029.4900173123124,1038.1458908797708,Gompertz,Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
2533.4438356164383,2,-529.2799702160952,1062.5599404321904,1071.2158139996488,WeibullPH,Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
2533.4438356164383,1,-551.174107369397,1104.348214738794,1108.6761515225232,Exponential,Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
2533.4438356164383,2,-525.0334778757269,1054.0669557514539,1062.7228293189123,Log-logistic,Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
2533.4438356164383,2,-520.8014002571497,1045.6028005142994,1054.2586740817578,Log-normal,Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
2533.4438356164383,3,-519.5068434378633,1045.0136868757265,1057.9974972269142,Generalised Gamma,Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
2533.4438356164383,3,-517.0603243504042,1040.1206487008085,1053.1044590519962,Spline (1 knot),Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
2533.4438356164383,5,-511.253577320483,1032.5071546409658,1054.146838559612,Spline (3 knots),Colorectal,18 to 39,Both,Age,None,CPRD_GOLD
8528.882191780822,2,-1963.3737071120904,3930.747414224181,3941.735161997748,Gompertz,Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
8528.882191780822,2,-2032.6569075350453,4069.3138150700906,4080.301562843658,WeibullPH,Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
8528.882191780822,1,-2125.685039387825,4253.37007877565,4258.863952662433,Exponential,Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
8528.882191780822,2,-2011.3676046182127,4026.7352092364254,4037.7229570099926,Log-logistic,Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
8528.882191780822,2,-1993.2436919937215,3990.487383987443,4001.4751317610103,Log-normal,Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
8528.882191780822,3,-1986.229831551378,3978.459663102756,3994.941284763107,Generalised Gamma,Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
8528.882191780822,3,-1970.1393079102863,3946.2786158205727,3962.7602374809235,Spline (1 knot),Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
8528.882191780822,5,-1955.8676493715302,3921.7352987430604,3949.2046681769784,Spline (3 knots),Colorectal,40 to 49,Both,Age,None,CPRD_GOLD
26876.219178082192,2,-6579.814831613949,13163.629663227897,13176.914140588678,Gompertz,Colorectal,50 to 59,Both,Age,None,CPRD_GOLD
26876.219178082192,2,-6664.51588340027,13333.03176680054,13346.31624416132,WeibullPH,Colorectal,50 to 59,Both,Age,None,CPRD_GOLD
26876.219178082192,1,-6909.971290421395,13821.94258084279,13828.58481952318,Exponential,Colorectal,50 to 59,Both,Age,None,CPRD_GOLD
26876.219178082192,2,-6617.905892986288,13239.811785972575,13253.096263333357,Log-logistic,Colorectal,50 to 59,Both,Age,None,CPRD_GOLD
26876.219178082192,2,-6587.779313951645,13179.55862790329,13192.843105264072,Log-normal,Colorectal,50 to 59,Both,Age,None,CPRD_GOLD
26876.219178082192,3,-6586.296944601359,13178.593889202719,13198.52060524389,Generalised Gamma,Colorectal,50 to 59,Both,Age,None,CPRD_GOLD
26876.219178082192,3,-6576.969118399877,13159.938236799753,13179.864952840924,Spline (1 knot),Colorectal,50 to 59,Both,Age,None,CPRD_GOLD
26876.219178082192,5,-6561.282099542883,13132.564199085766,13165.775392487718,Spline (3 knots),Colorectal,50 to 59,Both,Age,None,CPRD_GOLD
53683.61917808219,2,-14832.170412672307,29668.340825344614,29683.067119929055,Gompertz,Colorectal,60 to 69,Both,Age,None,CPRD_GOLD
53683.61917808219,2,-14878.693463296644,29761.386926593288,29776.11322117773,WeibullPH,Colorectal,60 to 69,Both,Age,None,CPRD_GOLD
53683.61917808219,1,-15411.61738385877,30825.23476771754,30832.59791500976,Exponential,Colorectal,60 to 69,Both,Age,None,CPRD_GOLD
53683.61917808219,2,-14796.818522917103,29597.637045834206,29612.363340418648,Log-logistic,Colorectal,60 to 69,Both,Age,None,CPRD_GOLD
53683.61917808219,2,-14743.448154203215,29490.89630840643,29505.622602990872,Log-normal,Colorectal,60 to 69,Both,Age,None,CPRD_GOLD
53683.61917808219,3,-14743.097237272776,29492.19447454555,29514.28391642221,Generalised Gamma,Colorectal,60 to 69,Both,Age,None,CPRD_GOLD
53683.61917808219,3,-14744.51257248546,29495.02514497092,29517.11458684758,Spline (1 knot),Colorectal,60 to 69,Both,Age,None,CPRD_GOLD
53683.61917808219,5,-14738.137997675205,29486.27599535041,29523.09173181151,Spline (3 knots),Colorectal,60 to 69,Both,Age,None,CPRD_GOLD
58115.11506849315,2,-21556.273769497766,43116.54753899553,43131.70263826479,Gompertz,Colorectal,70 to 79,Both,Age,None,CPRD_GOLD
58115.11506849315,2,-21325.21006268207,42654.42012536414,42669.575224633394,WeibullPH,Colorectal,70 to 79,Both,Age,None,CPRD_GOLD
58115.11506849315,1,-22028.652375209465,44059.30475041893,44066.88230005356,Exponential,Colorectal,70 to 79,Both,Age,None,CPRD_GOLD
58115.11506849315,2,-21308.94329385806,42621.88658771612,42637.04168698538,Log-logistic,Colorectal,70 to 79,Both,Age,None,CPRD_GOLD
58115.11506849315,2,-21280.67312725324,42565.34625450648,42580.50135377574,Log-normal,Colorectal,70 to 79,Both,Age,None,CPRD_GOLD
58115.11506849315,3,-21250.22584755275,42506.4516951055,42529.18434400939,Generalised Gamma,Colorectal,70 to 79,Both,Age,None,CPRD_GOLD
58115.11506849315,3,-21244.508540744228,42495.017081488455,42517.749730392345,Spline (1 knot),Colorectal,70 to 79,Both,Age,None,CPRD_GOLD
58115.11506849315,5,-21188.92281568089,42387.84563136178,42425.733379534926,Spline (3 knots),Colorectal,70 to 79,Both,Age,None,CPRD_GOLD
29363.832876712328,2,-16967.411237707027,33938.822475414054,33953.52823753157,Gompertz,Colorectal,80 +,Both,Age,None,CPRD_GOLD
29363.832876712328,2,-16661.644621701653,33327.289243403306,33341.995005520825,WeibullPH,Colorectal,80 +,Both,Age,None,CPRD_GOLD
29363.832876712328,1,-17495.547056327483,34993.094112654966,35000.446993713726,Exponential,Colorectal,80 +,Both,Age,None,CPRD_GOLD
29363.832876712328,2,-16667.62262979172,33339.24525958344,33353.95102170096,Log-logistic,Colorectal,80 +,Both,Age,None,CPRD_GOLD
29363.832876712328,2,-16639.051877016755,33282.10375403351,33296.80951615103,Log-normal,Colorectal,80 +,Both,Age,None,CPRD_GOLD
29363.832876712328,3,-16579.663888103056,33165.32777620611,33187.38641938238,Generalised Gamma,Colorectal,80 +,Both,Age,None,CPRD_GOLD
29363.832876712328,3,-16574.301253549005,33154.60250709801,33176.66115027428,Spline (1 knot),Colorectal,80 +,Both,Age,None,CPRD_GOLD
29363.832876712328,5,-16507.474306414166,33024.94861282833,33061.71301812212,Spline (3 knots),Colorectal,80 +,Both,Age,None,CPRD_GOLD
1579.0712328767124,2,-214.07108834558676,432.1421766911735,439.6023762571207,Gompertz,Head_and_neck,18 to 39,Both,Age,None,CPRD_GOLD
1579.0712328767124,2,-218.64666101521445,441.2933220304289,448.75352159637606,WeibullPH,Head_and_neck,18 to 39,Both,Age,None,CPRD_GOLD
1579.0712328767124,1,-226.07109115142862,454.14218230285724,457.8722820858308,Exponential,Head_and_neck,18 to 39,Both,Age,None,CPRD_GOLD
1579.0712328767124,2,-217.7114360206708,439.4228720413416,446.88307160728874,Log-logistic,Head_and_neck,18 to 39,Both,Age,None,CPRD_GOLD
1579.0712328767124,2,-215.51362473852885,435.0272494770577,442.48744904300486,Log-normal,Head_and_neck,18 to 39,Both,Age,None,CPRD_GOLD
1579.0712328767124,3,-213.89851481292592,433.79702962585185,444.9873289747726,Generalised Gamma,Head_and_neck,18 to 39,Both,Age,None,CPRD_GOLD
1579.0712328767124,3,-213.24358636809401,432.48717273618803,443.6774720851088,Spline (1 knot),Head_and_neck,18 to 39,Both,Age,None,CPRD_GOLD
1579.0712328767124,5,-212.55531512927297,435.11063025854594,453.7611291734138,Spline (3 knots),Head_and_neck,18 to 39,Both,Age,None,CPRD_GOLD
4866.726027397261,2,-1063.9243080429535,2131.848616085907,2141.611438693192,Gompertz,Head_and_neck,40 to 49,Both,Age,None,CPRD_GOLD
4866.726027397261,2,-1074.048364655283,2152.096729310566,2161.859551917851,WeibullPH,Head_and_neck,40 to 49,Both,Age,None,CPRD_GOLD
4866.726027397261,1,-1088.058538698068,2178.117077396136,2182.9984886997786,Exponential,Head_and_neck,40 to 49,Both,Age,None,CPRD_GOLD
4866.726027397261,2,-1067.7169994505543,2139.4339989011087,2149.196821508394,Log-logistic,Head_and_neck,40 to 49,Both,Age,None,CPRD_GOLD
4866.726027397261,2,-1056.916948867475,2117.83389773495,2127.596720342235,Log-normal,Head_and_neck,40 to 49,Both,Age,None,CPRD_GOLD
4866.726027397261,3,-1048.8902885859482,2103.7805771718963,2118.424811082824,Generalised Gamma,Head_and_neck,40 to 49,Both,Age,None,CPRD_GOLD
4866.726027397261,3,-1051.520880444278,2109.041760888556,2123.6859947994835,Spline (1 knot),Head_and_neck,40 to 49,Both,Age,None,CPRD_GOLD
4866.726027397261,5,-1046.9820776832391,2103.9641553664783,2128.371211884691,Spline (3 knots),Head_and_neck,40 to 49,Both,Age,None,CPRD_GOLD
12796.701369863014,2,-3165.563347148814,6335.126694297628,6346.91607599848,Gompertz,Head_and_neck,50 to 59,Both,Age,None,CPRD_GOLD
12796.701369863014,2,-3178.7905737503925,6361.581147500785,6373.370529201637,WeibullPH,Head_and_neck,50 to 59,Both,Age,None,CPRD_GOLD
12796.701369863014,1,-3241.130077894957,6484.260155789914,6490.15484664034,Exponential,Head_and_neck,50 to 59,Both,Age,None,CPRD_GOLD
12796.701369863014,2,-3164.2617084777867,6332.523416955573,6344.312798656425,Log-logistic,Head_and_neck,50 to 59,Both,Age,None,CPRD_GOLD
12796.701369863014,2,-3148.839933818519,6301.679867637038,6313.46924933789,Log-normal,Head_and_neck,50 to 59,Both,Age,None,CPRD_GOLD
12796.701369863014,3,-3148.0799691740485,6302.159938348097,6319.844010899374,Generalised Gamma,Head_and_neck,50 to 59,Both,Age,None,CPRD_GOLD
