n,events,rmean,se,median,rmean in years (SE),Median Survival in Years (95% CI),rmean5yr,se5yr,rmean 5yrs in years (SE),rmean10yr,se10yr,rmean 10yrs in years (SE),Survival Rate % (95% CI) year 1,Survival Rate % (95% CI) year 5,Survival Rate % (95% CI) year 10,surv year 1,surv year 5,surv year 10,Method,Cancer,Age,Sex,Stratification,Adjustment,Database
NA,NA,0.9815,0.0574,0.5088,0.98 (0.06),0.51 (0.44-0.57),0.9548,0.0503,0.95 (0.05),0.9938,0.0612,0.99 (0.06),31.8 (28.6-35.0),2.2 (1.4-3.4),0.2 (0.1-0.4),31.7873,2.2431,0.1727,WeibullPH,Liver,80 +,Both,Age,None,CPRD_GOLD
NA,NA,0.9362,0.0398,0.6493,0.94 (0.04),0.65 (0.60-0.71),0.9323,0.0404,0.93 (0.04),0.9367,0.0408,0.94 (0.04),34.4 (30.9-37.6),0.5 (0.3-0.8),0.0 (0.0-0.0),34.3863,0.4808,0.0023,Exponential,Liver,80 +,Both,Age,None,CPRD_GOLD
NA,NA,1.0875,0.0677,0.4162,1.09 (0.07),0.42 (0.36-0.47),0.989,0.0568,0.99 (0.06),1.1959,0.0789,1.20 (0.08),27.6 (24.4-30.8),6.1 (4.7-7.6),2.9 (2.1-3.9),27.5736,6.0713,2.9237,Log-logistic,Liver,80 +,Both,Age,None,CPRD_GOLD
NA,NA,1.0754,0.0686,0.4137,1.08 (0.07),0.41 (0.37-0.47),0.9913,0.0577,0.99 (0.06),1.1568,0.0844,1.16 (0.08),28.5 (25.5-31.8),5.4 (4.0-7.1),2.0 (1.3-2.9),28.5036,5.4401,2.02,Log-normal,Liver,80 +,Both,Age,None,CPRD_GOLD
NA,NA,1.0508,0.0726,0.4242,1.05 (0.07),0.42 (0.37-0.49),0.9775,0.0573,0.98 (0.06),1.1177,0.0904,1.12 (0.09),28.6 (25.6-31.9),4.9 (3.3-7.0),1.6 (0.8-3.0),28.6361,4.8589,1.5964,Generalised Gamma,Liver,80 +,Both,Age,None,CPRD_GOLD
NA,NA,1.0468,0.0744,0.4235,1.05 (0.07),0.42 (0.37-0.48),0.9773,0.0617,0.98 (0.06),1.1052,0.0873,1.11 (0.09),28.6 (25.5-31.6),4.7 (3.1-6.8),1.3 (0.6-2.7),28.6021,4.7143,1.303,Spline (1 knot),Liver,80 +,Both,Age,None,CPRD_GOLD
NA,NA,1.0304,0.0296,0.4106,1.03 (0.03),0.41 (0.35-0.47),0.982,0.0283,0.98 (0.03),1.0606,0.0359,1.06 (0.04),30.6 (27.9-33.4),3.7 (2.6-4.9),0.5 (0.2-1.3),30.5621,3.6612,0.5402,Spline (3 knots),Liver,80 +,Both,Age,None,CPRD_GOLD
NA,NA,6.2053,0.7688,1.7264,6.21 (0.77),1.73 (1.16-2.83),2.4935,0.2038,2.49 (0.20),4.1988,0.46,4.20 (0.46),61.7 (53.4-68.9),35.5 (25.8-44.5),33.6 (23.1-43.1),61.7383,35.5156,33.5521,Gompertz,Lung,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,5.1966,0.6688,2.6849,5.20 (0.67),2.68 (1.81-4.11),2.7551,0.1968,2.76 (0.20),4.1689,0.4259,4.17 (0.43),68.1 (59.8-74.5),36.6 (27.6-45.2),21.9 (13.2-31.4),68.09,36.6127,21.8736,WeibullPH,Lung,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,4.3942,0.496,3.1374,4.39 (0.50),3.14 (2.50-3.92),3.0266,0.1716,3.03 (0.17),4.0295,0.3708,4.03 (0.37),80.2 (75.5-84.1),33.1 (24.5-42.0),11.0 (6.0-17.6),80.1775,33.1331,10.978,Exponential,Lung,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,4.9028,0.6357,2.0668,4.90 (0.64),2.07 (1.37-3.14),2.5497,0.2153,2.55 (0.22),3.8372,0.43,3.84 (0.43),64.8 (56.0-72.5),32.3 (22.5-41.1),21.0 (12.9-29.5),64.7789,32.2688,21.0287,Log-logistic,Lung,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,5.1716,0.6663,2.2571,5.17 (0.67),2.26 (1.47-3.53),2.637,0.1931,2.64 (0.19),4.0241,0.4181,4.02 (0.42),65.9 (58.1-72.8),34.5 (24.2-43.1),22.7 (13.8-31.7),65.8663,34.4788,22.7374,Log-normal,Lung,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,5.8768,0.7321,2.0229,5.88 (0.73),2.02 (1.22-3.56),2.5972,0.1887,2.60 (0.19),4.2442,0.43,4.24 (0.43),61.7 (53.2-68.3),37.4 (28.1-45.6),29.6 (19.8-38.4),61.6674,37.3835,29.6476,Generalised Gamma,Lung,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,6.3003,0.7797,1.5992,6.30 (0.78),1.60 (0.97-3.28),2.5147,0.1984,2.51 (0.20),4.3073,0.441,4.31 (0.44),58.7 (49.7-66.8),37.9 (28.2-46.9),34.4 (23.4-44.9),58.7152,37.9096,34.3897,Spline (1 knot),Lung,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,6.292,0.4245,1.5879,6.29 (0.42),1.59 (1.05-2.55),2.4952,0.1763,2.50 (0.18),4.2708,0.3073,4.27 (0.31),59.9 (51.2-68.3),37.1 (31.1-43.5),34.5 (30.0-39.3),59.9433,37.0948,34.4838,Spline (3 knots),Lung,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,3.728,0.2711,0.9284,3.73 (0.27),0.93 (0.83-1.04),1.7098,0.0649,1.71 (0.06),2.4629,0.1264,2.46 (0.13),47.9 (44.7-51.1),16.9 (14.2-19.8),14.2 (11.4-17.2),47.9435,16.9027,14.2414,Gompertz,Lung,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,2.6423,0.1513,1.2109,2.64 (0.15),1.21 (1.08-1.37),1.9095,0.0634,1.91 (0.06),2.3985,0.1093,2.40 (0.11),54.4 (51.6-57.3),16.4 (14.0-18.9),5.5 (4.1-7.2),54.3962,16.35,5.5252,WeibullPH,Lung,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,2.3186,0.0878,1.6076,2.32 (0.09),1.61 (1.49-1.74),2.0507,0.0585,2.05 (0.06),2.2881,0.0877,2.29 (0.09),65.0 (62.7-67.0),11.6 (9.7-13.5),1.3 (0.9-1.8),64.9745,11.5802,1.341,Exponential,Lung,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,2.7057,0.1548,0.9578,2.71 (0.15),0.96 (0.85-1.07),1.709,0.0631,1.71 (0.06),2.224,0.1064,2.22 (0.11),48.8 (45.9-51.9),14.6 (12.5-16.7),7.5 (6.1-9.0),48.8468,14.5704,7.512,Log-logistic,Lung,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,2.8737,0.1779,1.0092,2.87 (0.18),1.01 (0.89-1.13),1.8053,0.0644,1.81 (0.06),2.381,0.1173,2.38 (0.12),50.2 (47.5-52.9),16.5 (14.3-18.9),8.2 (6.6-9.9),50.2222,16.519,8.1516,Log-normal,Lung,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,3.1077,0.2155,0.9627,3.11 (0.22),0.96 (0.85-1.09),1.81,0.0663,1.81 (0.07),2.4632,0.1226,2.46 (0.12),49.1 (46.3-51.7),17.7 (15.3-20.3),9.9 (7.8-12.2),49.108,17.7444,9.8593,Generalised Gamma,Lung,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,3.5768,0.2621,0.8488,3.58 (0.26),0.85 (0.76-0.97),1.7646,0.0655,1.76 (0.07),2.5586,0.1323,2.56 (0.13),45.9 (42.6-49.1),19.2 (16.5-22.1),13.6 (10.8-16.8),45.9028,19.1859,13.5561,Spline (1 knot),Lung,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,3.0635,0.1042,0.8552,3.06 (0.10),0.86 (0.81-0.89),1.5654,0.0276,1.57 (0.03),2.1367,0.0533,2.14 (0.05),45.5 (44.0-46.8),13.4 (12.3-14.5),10.5 (9.3-11.7),45.4905,13.398,10.503,Gompertz,Lung,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,2.3511,0.0665,1.0466,2.35 (0.07),1.05 (0.99-1.10),1.7614,0.0292,1.76 (0.03),2.1652,0.0498,2.17 (0.05),51.0 (49.7-52.4),13.9 (12.9-15.0),4.4 (3.8-5.0),51.0487,13.9463,4.3728,WeibullPH,Lung,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,2.1004,0.0395,1.4561,2.10 (0.04),1.46 (1.41-1.51),1.9063,0.0275,1.91 (0.03),2.0827,0.0379,2.08 (0.04),62.1 (61.0-63.2),9.3 (8.5-10.1),0.9 (0.7-1.0),62.124,9.2533,0.8562,Exponential,Lung,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,2.5131,0.0718,0.8348,2.51 (0.07),0.83 (0.79-0.88),1.5926,0.0279,1.59 (0.03),2.0651,0.048,2.07 (0.05),45.3 (43.9-46.7),13.3 (12.4-14.3),6.9 (6.3-7.6),45.2914,13.3191,6.9245,Log-logistic,Lung,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,2.615,0.0787,0.8616,2.62 (0.08),0.86 (0.82-0.91),1.6678,0.0287,1.67 (0.03),2.1791,0.0536,2.18 (0.05),46.5 (45.0-47.7),14.7 (13.7-15.8),7.2 (6.5-8.0),46.4653,14.7438,7.209,Log-normal,Lung,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,2.7345,0.09,0.8366,2.73 (0.09),0.84 (0.79-0.89),1.6703,0.03,1.67 (0.03),2.2222,0.0536,2.22 (0.05),45.8 (44.5-47.1),15.4 (14.2-16.5),8.1 (7.1-9.1),45.8474,15.4077,8.0853,Generalised Gamma,Lung,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,2.9798,0.1075,0.771,2.98 (0.11),0.77 (0.73-0.82),1.6366,0.0299,1.64 (0.03),2.2671,0.0565,2.27 (0.06),43.7 (42.2-45.1),16.2 (15.1-17.4),10.1 (8.9-11.3),43.6583,16.1944,10.1292,Spline (1 knot),Lung,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,3.0869,0.0567,0.8094,3.09 (0.06),0.81 (0.77-0.85),1.5929,0.0217,1.59 (0.02),2.229,0.0296,2.23 (0.03),43.9 (42.6-45.1),15.4 (14.8-16.0),11.0 (10.4-11.6),43.9164,15.375,10.9839,Spline (3 knots),Lung,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,2.7463,0.0625,0.8273,2.75 (0.06),0.83 (0.80-0.85),1.4949,0.0172,1.49 (0.02),1.9706,0.0309,1.97 (0.03),44.4 (43.5-45.3),11.6 (11.0-12.2),8.5 (7.9-9.2),44.4109,11.5805,8.5214,Gompertz,Lung,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,2.0798,0.0348,0.9609,2.08 (0.03),0.96 (0.93-1.00),1.6468,0.0182,1.65 (0.02),1.9593,0.0273,1.96 (0.03),49.0 (48.2-49.9),11.5 (10.9-12.2),3.1 (2.8-3.4),49.0446,11.5347,3.0739,WeibullPH,Lung,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,1.88,0.0222,1.3032,1.88 (0.02),1.30 (1.27-1.33),1.7485,0.0162,1.75 (0.02),1.8709,0.0208,1.87 (0.02),58.7 (58.1-59.4),7.0 (6.6-7.4),0.5 (0.4-0.6),58.7489,6.9984,0.4898,Exponential,Lung,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,2.3789,0.0423,0.7787,2.38 (0.04),0.78 (0.75-0.81),1.523,0.017,1.52 (0.02),1.9576,0.0285,1.96 (0.03),43.4 (42.6-44.4),12.3 (11.8-12.9),6.3 (6.0-6.8),43.4398,12.3227,6.335,Log-logistic,Lung,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,2.3959,0.0438,0.7895,2.40 (0.04),0.79 (0.76-0.82),1.5737,0.0177,1.57 (0.02),2.0201,0.0297,2.02 (0.03),44.3 (43.5-45.1),13.1 (12.5-13.7),6.2 (5.8-6.6),44.2961,13.1284,6.1651,Log-normal,Lung,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,2.4571,0.0515,0.7771,2.46 (0.05),0.78 (0.75-0.81),1.5756,0.0184,1.58 (0.02),2.0431,0.0325,2.04 (0.03),44.0 (43.1-44.8),13.5 (12.8-14.2),6.6 (6.0-7.2),43.9767,13.4868,6.6039,Generalised Gamma,Lung,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,2.5702,0.0586,0.7436,2.57 (0.06),0.74 (0.72-0.77),1.5607,0.0185,1.56 (0.02),2.0709,0.0331,2.07 (0.03),42.7 (41.8-43.6),14.0 (13.4-14.7),7.6 (7.0-8.3),42.7214,14.023,7.5935,Spline (1 knot),Lung,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,2.6669,0.0332,0.7844,2.67 (0.03),0.78 (0.76-0.81),1.5332,0.012,1.53 (0.01),2.0566,0.0164,2.06 (0.02),43.2 (42.4-44.0),13.6 (13.3-14.0),8.4 (8.0-8.8),43.1914,13.599,8.3658,Spline (3 knots),Lung,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,2.1448,0.0475,0.6892,2.14 (0.05),0.69 (0.67-0.71),1.2802,0.0139,1.28 (0.01),1.6191,0.0231,1.62 (0.02),38.7 (38.0-39.5),8.4 (7.9-8.9),6.0 (5.5-6.5),38.7479,8.3891,6.0257,Gompertz,Lung,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,1.64,0.0236,0.7619,1.64 (0.02),0.76 (0.74-0.79),1.3979,0.0142,1.40 (0.01),1.5866,0.0206,1.59 (0.02),43.3 (42.6-44.0),7.7 (7.3-8.2),1.6 (1.4-1.8),43.2906,7.7243,1.585,WeibullPH,Lung,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,1.5044,0.0149,1.0428,1.50 (0.01),1.04 (1.02-1.06),1.4502,0.0123,1.45 (0.01),1.5025,0.0145,1.50 (0.01),51.4 (50.8-52.1),3.6 (3.4-3.8),0.1 (0.1-0.1),51.442,3.6024,0.1298,Exponential,Lung,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,1.9908,0.0323,0.6213,1.99 (0.03),0.62 (0.60-0.64),1.3239,0.014,1.32 (0.01),1.6698,0.0223,1.67 (0.02),37.7 (37.0-38.4),9.9 (9.5-10.3),5.0 (4.8-5.3),37.6553,9.8925,5.0043,Log-logistic,Lung,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,1.9608,0.0338,0.6218,1.96 (0.03),0.62 (0.60-0.64),1.3602,0.0145,1.36 (0.01),1.6985,0.0245,1.70 (0.02),38.6 (37.9-39.3),10.2 (9.7-10.7),4.5 (4.2-4.8),38.6179,10.2201,4.541,Log-normal,Lung,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,1.929,0.038,0.6276,1.93 (0.04),0.63 (0.61-0.65),1.3576,0.0154,1.36 (0.02),1.6844,0.0253,1.68 (0.03),38.8 (38.0-39.5),10.0 (9.5-10.5),4.3 (4.0-4.7),38.7637,10.0012,4.3157,Generalised Gamma,Lung,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,1.9912,0.04,0.6094,1.99 (0.04),0.61 (0.59-0.63),1.3515,0.015,1.35 (0.01),1.7062,0.0244,1.71 (0.02),37.9 (37.1-38.6),10.5 (9.9-11.1),4.9 (4.4-5.4),37.8697,10.4512,4.881,Spline (1 knot),Lung,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,2.0248,0.0237,0.6268,2.02 (0.02),0.63 (0.61-0.65),1.3425,0.0094,1.34 (0.01),1.7053,0.0118,1.71 (0.01),37.9 (37.3-38.6),10.4 (10.2-10.6),5.2 (4.9-5.5),37.9312,10.3828,5.1914,Spline (3 knots),Lung,70 to 79,Both,Age,None,CPRD_GOLD
NA,NA,1.2918,0.0353,0.4882,1.29 (0.04),0.49 (0.47-0.50),0.9451,0.0146,0.95 (0.01),1.1393,0.0252,1.14 (0.03),28.2 (27.2-29.0),4.7 (4.2-5.2),3.5 (3.0-4.0),28.1512,4.7147,3.5282,Gompertz,Lung,80 +,Both,Age,None,CPRD_GOLD
NA,NA,1.0491,0.0181,0.5183,1.05 (0.02),0.52 (0.50-0.54),0.993,0.0142,0.99 (0.01),1.0439,0.0184,1.04 (0.02),32.7 (31.8-33.6),2.7 (2.4-3.1),0.3 (0.2-0.3),32.7154,2.7413,0.2604,WeibullPH,Lung,80 +,Both,Age,None,CPRD_GOLD
NA,NA,0.9863,0.0118,0.6837,0.99 (0.01),0.68 (0.67-0.70),0.9801,0.0117,0.98 (0.01),0.9863,0.0121,0.99 (0.01),36.3 (35.4-37.1),0.6 (0.6-0.7),0.0 (0.0-0.0),36.2814,0.6287,0.004,Exponential,Lung,80 +,Both,Age,None,CPRD_GOLD
NA,NA,1.3277,0.0275,0.4268,1.33 (0.03),0.43 (0.41-0.44),1.0067,0.0154,1.01 (0.02),1.2194,0.023,1.22 (0.02),28.1 (27.3-29.0),6.2 (5.9-6.6),3.0 (2.8-3.2),28.1375,6.2384,3.008,Log-logistic,Lung,80 +,Both,Age,None,CPRD_GOLD
NA,NA,1.2741,0.0272,0.4222,1.27 (0.03),0.42 (0.41-0.44),1.0193,0.0157,1.02 (0.02),1.2,0.0238,1.20 (0.02),29.2 (28.4-30.1),5.9 (5.4-6.3),2.2 (2.0-2.5),29.2337,5.8588,2.2423,Log-normal,Lung,80 +,Both,Age,None,CPRD_GOLD
NA,NA,1.2032,0.03,0.4357,1.20 (0.03),0.44 (0.42-0.45),1.0022,0.0162,1.00 (0.02),1.1502,0.0247,1.15 (0.02),29.4 (28.5-30.3),5.1 (4.6-5.6),1.7 (1.4-2.0),29.4191,5.1165,1.6876,Generalised Gamma,Lung,80 +,Both,Age,None,CPRD_GOLD
NA,NA,1.2166,0.0305,0.4303,1.22 (0.03),0.43 (0.41-0.45),1.0031,0.0163,1.00 (0.02),1.1601,0.0252,1.16 (0.03),29.0 (28.1-29.9),5.3 (4.8-5.9),1.8 (1.5-2.2),29.0057,5.347,1.8087,Spline (1 knot),Lung,80 +,Both,Age,None,CPRD_GOLD
NA,NA,1.1949,0.0151,0.4284,1.19 (0.02),0.43 (0.41-0.45),1.0067,0.0081,1.01 (0.01),1.1495,0.011,1.15 (0.01),29.5 (28.8-30.2),5.1 (4.8-5.4),1.5 (1.3-1.8),29.502,5.1235,1.5246,Spline (3 knots),Lung,80 +,Both,Age,None,CPRD_GOLD
NA,NA,4.8219,0.8808,1.0572,4.82 (0.88),1.06 (0.48-Inf),2.3362,0.3653,2.34 (0.37),4.3052,0.7864,4.31 (0.79),50.9 (34.7-63.1),39.4 (20.7-53.2),39.4 (20.1-53.2),50.9215,39.4302,39.3715,Gompertz,Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,4.4736,0.8288,2.2457,4.47 (0.83),2.25 (0.83-6.20),2.586,0.3435,2.59 (0.34),4.1416,0.7972,4.14 (0.80),61.5 (47.0-73.0),37.3 (21.0-52.1),26.3 (11.0-42.5),61.5338,37.318,26.2604,WeibullPH,Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,3.9189,0.6755,2.914,3.92 (0.68),2.91 (1.94-4.50),2.9242,0.3067,2.92 (0.31),3.8144,0.6102,3.81 (0.61),78.8 (68.7-85.1),30.4 (15.3-44.6),9.3 (2.3-19.9),78.8308,30.4425,9.2675,Exponential,Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,4.2324,0.8303,1.6913,4.23 (0.83),1.69 (0.58-4.84),2.4155,0.3545,2.42 (0.35),3.9002,0.7534,3.90 (0.75),57.7 (41.4-70.1),34.6 (17.5-48.9),26.0 (11.1-40.5),57.6651,34.5822,26.0169,Log-logistic,Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,4.3909,0.8512,1.8633,4.39 (0.85),1.86 (0.66-5.20),2.4863,0.3726,2.49 (0.37),4.0425,0.7479,4.04 (0.75),58.8 (43.9-71.3),36.1 (19.6-50.6),27.3 (12.1-42.2),58.8495,36.1382,27.2958,Log-normal,Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,4.774,0.844,1.6502,4.77 (0.84),1.65 (0.42-8.03),2.4786,0.3635,2.48 (0.36),4.3251,0.7898,4.33 (0.79),55.2 (39.2-66.4),39.9 (22.5-52.7),34.7 (17.2-48.4),55.2481,39.935,34.6506,Generalised Gamma,Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,4.8516,0.8826,1.3614,4.85 (0.88),1.36 (0.34-34.43),2.4554,0.3798,2.46 (0.38),4.3791,0.8095,4.38 (0.81),52.7 (37.7-66.7),41.0 (26.3-56.4),36.4 (19.8-54.3),52.7189,41.0465,36.4272,Spline (1 knot),Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,4.8571,0.4826,1.3582,4.86 (0.48),1.36 (0.35-4.88),2.4564,0.2835,2.46 (0.28),4.3833,0.4642,4.38 (0.46),52.8 (37.9-65.6),41.1 (32.6-49.1),36.5 (29.8-42.9),52.7874,41.0729,36.5196,Spline (3 knots),Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
NA,NA,2.8945,0.3413,0.8785,2.89 (0.34),0.88 (0.73-1.05),1.6042,0.1063,1.60 (0.11),2.2138,0.2055,2.21 (0.21),46.3 (41.0-51.8),14.2 (10.2-18.9),11.3 (6.7-16.3),46.2951,14.1849,11.2651,Gompertz,Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,2.3058,0.2305,1.106,2.31 (0.23),1.11 (0.89-1.35),1.7888,0.1076,1.79 (0.11),2.1714,0.1775,2.17 (0.18),52.4 (47.7-57.2),13.7 (10.2-17.6),3.9 (2.3-6.3),52.4142,13.6517,3.9411,WeibullPH,Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,2.1071,0.1453,1.4612,2.11 (0.15),1.46 (1.29-1.66),1.9114,0.0986,1.91 (0.10),2.0898,0.1384,2.09 (0.14),62.2 (58.0-66.1),9.3 (6.5-12.6),0.9 (0.4-1.6),62.2284,9.3313,0.8707,Exponential,Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,2.3139,0.2363,0.871,2.31 (0.24),0.87 (0.72-1.05),1.5899,0.1064,1.59 (0.11),2.0216,0.171,2.02 (0.17),46.2 (40.9-51.3),12.5 (9.0-16.0),6.2 (4.0-8.5),46.158,12.4693,6.1707,Log-logistic,Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,2.4825,0.2578,0.92,2.48 (0.26),0.92 (0.75-1.13),1.6941,0.1058,1.69 (0.11),2.1812,0.1892,2.18 (0.19),47.9 (42.6-52.5),14.4 (10.5-18.3),6.7 (4.3-9.5),47.9108,14.3738,6.691,Log-normal,Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,2.5241,0.2697,0.9094,2.52 (0.27),0.91 (0.73-1.11),1.6956,0.1076,1.70 (0.11),2.2006,0.198,2.20 (0.20),47.6 (42.5-53.0),14.7 (10.9-18.9),7.1 (4.3-10.5),47.6394,14.6738,7.0683,Generalised Gamma,Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,2.7957,0.346,0.7893,2.80 (0.35),0.79 (0.65-0.98),1.653,0.111,1.65 (0.11),2.2881,0.2155,2.29 (0.22),43.9 (37.9-49.1),16.4 (12.1-21.0),10.1 (6.2-15.1),43.9107,16.3525,10.0934,Spline (1 knot),Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,2.8402,0.1564,0.7716,2.84 (0.16),0.77 (0.65-0.92),1.6271,0.0791,1.63 (0.08),2.2799,0.0992,2.28 (0.10),42.8 (37.9-47.6),16.2 (14.1-18.3),10.8 (8.3-13.5),42.8167,16.241,10.7661,Spline (3 knots),Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
NA,NA,1.8342,0.1312,0.6258,1.83 (0.13),0.63 (0.57-0.69),1.1953,0.0478,1.20 (0.05),1.5131,0.0857,1.51 (0.09),35.9 (33.2-38.9),7.7 (6.1-9.3),5.8 (4.1-7.5),35.8661,7.6769,5.7614,Gompertz,Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,1.5401,0.0818,0.7209,1.54 (0.08),0.72 (0.65-0.80),1.3395,0.0511,1.34 (0.05),1.5033,0.0729,1.50 (0.07),41.9 (39.3-44.3),6.9 (5.5-8.5),1.3 (0.8-1.9),41.8657,6.9076,1.3141,WeibullPH,Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,1.4552,0.0522,1.0087,1.46 (0.05),1.01 (0.94-1.09),1.4084,0.0452,1.41 (0.05),1.4537,0.0501,1.45 (0.05),50.3 (47.9-52.8),3.2 (2.5-4.1),0.1 (0.1-0.2),50.2998,3.2198,0.1037,Exponential,Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,1.6616,0.0929,0.58,1.66 (0.09),0.58 (0.53-0.64),1.2175,0.0499,1.22 (0.05),1.4914,0.0751,1.49 (0.08),35.1 (32.4-37.8),8.1 (6.9-9.6),3.9 (3.1-4.8),35.0798,8.0609,3.852,Log-logistic,Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,1.668,0.0998,0.5936,1.67 (0.10),0.59 (0.54-0.66),1.2684,0.0509,1.27 (0.05),1.5323,0.0763,1.53 (0.08),36.8 (34.0-39.5),8.4 (6.9-10.0),3.4 (2.5-4.3),36.7652,8.3571,3.3565,Log-normal,Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,1.77,0.1183,0.5696,1.77 (0.12),0.57 (0.51-0.63),1.2785,0.0525,1.28 (0.05),1.5885,0.0902,1.59 (0.09),36.1 (33.6-38.8),9.2 (7.6-11.2),4.2 (3.1-5.8),36.1064,9.2499,4.243,Generalised Gamma,Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,1.8536,0.134,0.5488,1.85 (0.13),0.55 (0.49-0.60),1.2673,0.0511,1.27 (0.05),1.6225,0.0927,1.62 (0.09),34.7 (31.9-37.4),9.9 (8.1-11.9),5.2 (3.7-7.0),34.6597,9.935,5.1998,Spline (1 knot),Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,1.8869,0.0748,0.5882,1.89 (0.07),0.59 (0.53-0.64),1.2401,0.0358,1.24 (0.04),1.6084,0.0495,1.61 (0.05),34.6 (32.2-37.0),9.6 (8.7-10.6),5.8 (4.7-7.0),34.5803,9.64,5.8417,Spline (3 knots),Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
NA,NA,1.5248,0.089,0.5034,1.52 (0.09),0.50 (0.48-0.53),0.988,0.0291,0.99 (0.03),1.2161,0.0504,1.22 (0.05),29.2 (27.5-31.0),5.4 (4.5-6.5),4.2 (3.3-5.3),29.2473,5.4263,4.1965,Gompertz,Pancreatic,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,1.1725,0.0375,0.5772,1.17 (0.04),0.58 (0.53-0.62),1.0902,0.0292,1.09 (0.03),1.1622,0.0387,1.16 (0.04),35.6 (33.7-37.4),3.6 (3.0-4.3),0.4 (0.3-0.6),35.6178,3.6361,0.4181,WeibullPH,Pancreatic,60 to 69,Both,Age,None,CPRD_GOLD
NA,NA,1.1386,0.0274,0.7892,1.14 (0.03),0.79 (0.75-0.83),1.1245,0.0254,1.12 (0.03),1.1384,0.0263,1.14 (0.03),41.5 (39.9-43.3),1.2 (1.0-1.5),0.0 (0.0-0.0),41.55,1.2384,0.0153,Exponential,Pancreatic,60 to 69,Both,Age,None,CPRD_GOLD
